Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764520146,10,,Aggregated,4.900000,1.300000,6,7,8,8,10,11,11,16,17,17,17,175,35,6,6.626897605632881,2.2513749991048826,17.02229199872818,456.2
1764520147,10,,Aggregated,4.900000,1.300000,6,7,8,8,10,11,11,16,17,17,17,179,37,6,6.606869402149036,2.2513749991048826,17.02229199872818,456.2513966480447
1764520148,10,,Aggregated,5.400000,1.600000,6,7,8,8,10,10,11,16,17,17,17,184,38,6,6.614412364055881,2.2513749991048826,17.02229199872818,453.70108695652175
1764520149,10,,Aggregated,5.400000,1.600000,6,7,8,8,10,10,11,16,17,17,17,188,40,6,6.647271053128513,2.2513749991048826,17.02229199872818,453.4148936170213
1764520150,10,,Aggregated,5.200000,1.600000,6,7,8,8,10,10,11,16,17,17,17,192,42,6,6.649115874931037,2.2513749991048826,17.02229199872818,453.1197916666667
1764520151,10,,Aggregated,5.400000,1.700000,6,7,8,8,10,10,11,16,17,17,17,196,44,6,6.649860107078281,2.2513749991048826,17.02229199872818,453.2448979591837
1764520152,10,,Aggregated,5.100000,1.600000,6,7,8,8,9,10,11,11,17,17,17,203,47,6,6.6408618570815365,2.2513749991048826,17.02229199872818,455.5418719211823
1764520153,10,,Aggregated,4.700000,1.500000,6,7,8,8,9,10,11,11,17,17,17,205,48,6,6.636293902370309,2.2513749991048826,17.02229199872818,459.52682926829266
1764520154,10,,Aggregated,4.800000,1.600000,6,7,8,8,9,10,11,11,17,17,17,211,52,6,6.63517001888787,2.2513749991048826,17.02229199872818,455.7582938388626
1764520155,10,,Aggregated,4.800000,1.600000,6,7,8,8,9,10,11,11,17,17,17,216,54,6,6.637727805481417,2.2513749991048826,17.02229199872818,470.15277777777777
1764520156,10,,Aggregated,4.700000,2.000000,6,7,7,8,9,10,11,11,17,17,17,223,57,6,6.610934408002122,2.2513749991048826,17.02229199872818,487.6502242152466
1764520157,10,,Aggregated,5.000000,2.300000,6,7,8,8,9,10,11,11,17,17,17,228,60,6,6.634999806967818,2.2513749991048826,17.02229199872818,477.99122807017545
1764520158,10,,Aggregated,5.000000,2.300000,6,7,8,8,9,10,11,11,17,17,17,232,62,6,6.640976275814959,2.2513749991048826,17.02229199872818,478.0
1764520159,10,,Aggregated,4.900000,2.300000,6,7,8,8,9,10,11,11,17,17,17,238,63,6,6.644386890697848,2.2513749991048826,17.02229199872818,496.34033613445376
1764520160,10,,Aggregated,4.900000,2.400000,6,7,8,8,9,10,11,11,17,17,17,244,65,6,6.664153335998995,2.2513749991048826,17.02229199872818,498.65983606557376
1764520161,10,,Aggregated,4.900000,2.300000,6,7,8,8,9,10,11,11,17,17,17,248,69,6,6.658195891070077,2.2513749991048826,17.02229199872818,491.0524193548387
1764520162,10,,Aggregated,4.900000,2.300000,6,7,8,8,9,10,11,11,17,17,17,254,72,6,6.648156326722471,2.2513749991048826,17.02229199872818,494.11811023622045
1764520163,10,,Aggregated,5.000000,2.100000,6,7,7,8,9,10,11,11,17,17,17,258,74,6,6.642270821656041,2.2513749991048826,17.02229199872818,501.09302325581393
1764520164,10,,Aggregated,5.000000,2.300000,6,7,7,8,9,10,11,11,17,17,17,263,77,6,6.592969414402637,2.2513749991048826,17.02229199872818,499.23954372623575
1764520165,10,,Aggregated,5.300000,2.700000,6,7,7,8,9,10,11,11,17,17,17,267,78,6,6.586201146027487,2.2513749991048826,17.02229199872818,512.7715355805243
1764520166,10,,Aggregated,5.400000,2.600000,6,7,7,8,9,10,11,11,17,17,17,273,80,6,6.584145139154499,2.2513749991048826,17.02229199872818,522.7106227106227
1764520167,10,,Aggregated,5.100000,2.400000,6,7,7,8,9,10,11,11,17,17,17,277,82,6,6.588122884438271,2.2513749991048826,17.02229199872818,522.6281588447654
1764520168,10,,Aggregated,4.700000,2.300000,6,7,7,8,9,10,11,11,17,17,17,284,84,6,6.614200260519539,2.2513749991048826,17.02229199872818,533.112676056338
1764520169,10,,Aggregated,4.800000,2.100000,6,7,7,8,9,10,11,11,17,17,17,288,85,6,6.6024834999577955,2.2513749991048826,17.02229199872818,541.1284722222222
1764520170,10,,Aggregated,4.900000,2.200000,6,7,7,8,9,10,11,11,17,17,17,293,88,6,6.598174194497896,2.2513749991048826,17.02229199872818,532.4300341296928
1764520171,10,,Aggregated,4.900000,2.200000,6,7,7,8,9,10,11,11,17,17,17,298,89,6,6.602055077137448,2.2513749991048826,17.02229199872818,531.1174496644295
1764520172,10,,Aggregated,5.000000,2.200000,6,7,7,8,9,10,11,11,17,17,17,302,92,6,6.616524546315371,2.2513749991048826,17.02229199872818,531.5331125827814
1764520173,10,,Aggregated,5.300000,2.300000,6,7,7,8,9,10,11,11,17,17,17,307,96,6,6.61103201949648,2.2513749991048826,17.02229199872818,530.2931596091205
1764520174,10,,Aggregated,5.300000,2.300000,6,7,7,8,9,10,11,11,17,17,17,312,99,6,6.58202683328058,2.2513749991048826,17.02229199872818,529.25
1764520175,10,,Aggregated,4.800000,2.200000,6,7,7,8,9,10,11,11,17,17,17,317,101,6,6.570466078809076,2.2513749991048826,17.02229199872818,535.4921135646688
1764520176,10,,Aggregated,4.900000,2.200000,6,7,7,8,9,10,11,11,17,17,17,323,103,6,6.587295145453551,2.2513749991048826,17.02229199872818,533.3808049535604
1764520177,10,,Aggregated,4.800000,2.200000,6,7,7,8,9,10,11,11,17,17,17,327,103,6,6.587176605446203,2.2513749991048826,17.02229199872818,549.1070336391438
1764520178,10,,Aggregated,5.300000,2.400000,6,7,7,8,9,10,11,11,17,17,17,333,104,6,6.603654279224265,2.2513749991048826,17.02229199872818,562.2972972972973
1764520179,10,,Aggregated,5.100000,2.200000,6,7,7,8,9,10,11,11,17,17,17,338,106,6,6.607845162664936,2.2513749991048826,17.02229199872818,562.6005917159763
1764520180,10,,Aggregated,5.100000,2.200000,6,7,7,8,9,10,11,11,17,17,17,342,106,6,6.603564324506263,2.2513749991048826,17.02229199872818,572.5350877192982
1764520181,10,,Aggregated,5.000000,2.100000,6,7,7,8,9,10,11,11,17,17,17,346,107,6,6.6020133669916365,2.2513749991048826,17.02229199872818,574.4913294797688
1764520182,10,,Aggregated,5.000000,1.900000,6,7,7,8,9,10,11,11,17,17,17,353,110,6,6.6004552662304325,2.2513749991048826,17.02229199872818,594.8866855524079
1764520183,10,,Aggregated,5.000000,1.900000,6,7,7,8,9,10,11,11,17,17,17,357,111,6,6.592275565774643,2.2513749991048826,17.02229199872818,588.7226890756302
1764520184,10,,Aggregated,4.800000,1.700000,6,7,8,8,9,10,11,11,17,17,17,363,113,6,6.610099867723251,2.2513749991048826,17.02229199872818,594.7190082644628
1764520185,10,,Aggregated,5.100000,1.500000,6,7,7,8,9,10,11,11,17,17,17,369,117,6,6.6006541354561605,2.2513749991048826,17.02229199872818,600.4525745257453
1764520186,10,,Aggregated,4.900000,1.300000,6,7,7,8,9,10,11,11,17,17,17,373,117,6,6.613494418183226,2.2513749991048826,17.02229199872818,608.7774798927614
1764520187,10,,Aggregated,5.100000,1.500000,6,7,8,8,9,10,11,11,17,17,17,378,120,6,6.620110121643631,2.2513749991048826,17.02229199872818,601.1402116402116
1764520188,10,,Aggregated,4.800000,1.400000,6,7,8,8,9,10,11,11,17,17,17,383,121,6,6.639251091330423,2.2513749991048826,17.02229199872818,593.958224543081
1764520189,10,,Aggregated,5.000000,1.600000,6,7,8,8,9,10,11,11,17,17,17,387,124,6,6.6363076046033616,2.2513749991048826,17.02229199872818,595.2403100775193
1764520190,10,,Aggregated,4.700000,1.600000,6,7,8,8,9,10,11,11,17,17,17,392,125,6,6.6163949872022885,2.2513749991048826,17.02229199872818,609.2704081632653
1764520191,10,,Aggregated,4.800000,1.600000,6,7,8,8,9,10,11,11,17,17,17,399,127,6,6.61693641349961,2.2513749991048826,17.02229199872818,613.8571428571429
1764520192,10,,Aggregated,4.800000,1.800000,6,7,8,8,9,10,11,11,17,17,17,401,128,6,6.614288870286261,2.2513749991048826,17.02229199872818,611.0523690773067
