Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,create_term,73,0,9,8.640717986453051,3.2220830016740365,11.7065829999774,76.0,0.6116731917273278,0.0,9,10,10,10,10,11,11,12,12,12,12
DELETE,delete_term,92,53,7,6.649452434687745,2.6047079991258215,10.846291999769164,15.554347826086957,0.7708758032727967,0.44409149536367637,7,7,8,8,9,9,10,11,11,11,11
GET,get_term,157,100,6,6.007382191131285,2.2590839998883894,17.02229199872818,45.152866242038215,1.315516316454664,0.8379084818182573,6,7,7,7,7,8,9,10,17,17,17
GET,health_check,10,0,5,5.369033299939474,4.168542000115849,8.03529099903244,15.0,0.08379084818182574,0.0,5,5,6,7,8,8,8,8,8,8,8
GET,list_terms,220,0,6,6.261212499942882,2.2513749991048826,16.091584000605508,2229.586363636364,1.8433986600001662,0.0,6,7,7,7,8,9,10,11,16,16,16
PUT,update_term,59,33,8,7.4207189831274984,3.283874999397085,11.363458999767317,49.91525423728814,0.49436600427277183,0.2765097990000249,8,8,9,9,10,11,11,11,11,11,11
,Aggregated,611,186,7,6.636105636663352,2.2513749991048826,17.02229199872818,830.8870703764321,5.119620823909552,1.5585097761819586,7,7,8,8,9,10,11,11,17,17,17
